,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Year
2197,Mud On The Tires,Brad Paisley,spotify:track:2rQyI7A1yTvTXJ9J4qFmmN,0.44799999999999995,0.8240000000000001,2,-5.507999999999999,1,0.0478,0.294,3.81e-05,0.662,0.46299999999999997,185.217,206720,4,32.337990000000005,12,1,2000
2198,All Or Nothing,O-Town,spotify:track:0WdaRmHBMhUoLPqHLdb9yg,0.6409999999999999,0.45299999999999996,0,-4.98,1,0.0281,0.262,0.0,0.284,0.21600000000000003,126.87200000000001,248867,4,76.36049,9,1,2000
2199,One Wish,Ray J,spotify:track:5qrzhg9Fmu8Amg2uMhHfe5,0.525,0.652,5,-7.042000000000001,0,0.28,0.278,0.0,0.33899999999999997,0.602,127.67299999999999,337640,4,58.641169999999995,13,1,2000
2200,ISHC Theme Song,International Superheroes Of Hardcore,spotify:track:7feLAq6UmdGdU6XBUCgga5,0.34600000000000003,0.977,9,-3.696,0,0.188,0.000539,0.0,0.579,0.479,168.158,79213,4,26.7191,5,0,2000
2201,Let Me In,Beatsteaks,spotify:track:1ihtRx4uCWsWiWHX53KBRR,0.406,0.937,8,-6.215,1,0.069,0.000554,1.57e-05,0.47200000000000003,0.257,178.04,208907,4,41.49038,8,0,2000
2202,Waking Up In Vegas,Katy Perry,spotify:track:6fvxos1qSHrIgOkKw4dhWS,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,130.989,199187,4,31.6712,10,1,2000
2203,Bye Bye Baby (Baby Goodbye) - 2006 Remaster,Frankie Valli & The Four Seasons,spotify:track:69rdjmtzL7Cp5iyTSUaDTD,0.495,0.5710000000000001,9,-6.947,1,0.0379,0.0314,0.0,0.115,0.305,116.249,152547,4,36.19238,9,0,2000
2204,My Heart Beats Like A Drum (Dam Dam Dam) - Radio Edit,A Touch Of Class,spotify:track:0hRFDhaHRJt6cz69n78G3f,0.682,0.9009999999999999,11,-6.068,0,0.0261,0.0128,0.00428,0.134,0.937,132.112,221890,4,42.18123,10,0,2000
2205,Skin (Sarabeth),Rascal Flatts,spotify:track:0NB8Y8TXV0UTUoq9XHuOIr,0.484,0.299,2,-9.902999999999999,1,0.0286,0.483,0.00011200000000000001,0.145,0.23199999999999998,139.87,261267,3,50.61602,13,1,2000
2206,Ghetto Story Chapter 2,Cham Featuring Alicia Keys,spotify:track:4lhwhaW9bTJ3GdSyEP8mah,0.623,0.642,2,-5.28,1,0.301,0.35700000000000004,0.0,0.22699999999999998,0.675,103.23899999999999,285480,5,23.73989,12,1,2000
2207,Nothing Is Real (Strawberry Fields Forever) [1991],Alvin Lucier,spotify:track:5usbzL4bGSepaiHZj3WV8F,0.245,0.00283,4,-34.591,0,0.0534,0.966,0.784,0.1,0.106,61.0,487067,4,38.86887,25,0,2000
2208,Last Dollar (Fly Away),Tim McGraw,spotify:track:5wZv3YevrrMZBlNrUTI4Yd,0.48,0.621,4,-4.814,1,0.0372,0.20600000000000002,0.0,0.134,0.713,207.676,237120,4,60.56932,10,1,2000
2209,Hero/Heroine,Boys Like Girls,spotify:track:1AnesEZjtNHT7Nr2Y4BuNR,0.42200000000000004,0.904,0,-4.531000000000001,1,0.102,0.02,4.49e-06,0.6859999999999999,0.32,163.929,232240,4,65.2586,10,1,2000
2210,"Suite for Two Sitars and Indain Folk Ensemble, Pt. 1",Alla Rakha,spotify:track:5fVQpUZDvT6EFDXl4HxNIo,0.42,0.325,10,-9.591000000000001,1,0.0435,0.9229999999999999,0.0786,0.11699999999999999,0.52,126.824,962707,4,18.196070000000002,35,0,2000
2211,Soak Up The Sun,Sheryl Crow,spotify:track:215JYyyUnrJ98NK3KEwu6d,0.7170000000000001,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.99600000000001,292307,4,32.94086,15,1,2000
2212,Real Control - Amsterdam Teknobrain Mix,Rexanthony,spotify:track:0ISqMNWDzbOwwkAQafubnV,0.61,0.972,6,-9.879,1,0.115,0.00187,0.00569,0.177,0.401,150.69299999999998,236069,4,51.76269,12,0,2000
2213,Erotic Fantasies (The Hunger),Steal Vybe,spotify:track:5VNsCnDDbjv0TvG700qUkM,0.6509999999999999,0.648,0,-12.739,1,0.0493,0.0259,0.914,0.0314,0.583,127.994,469136,4,31.368540000000003,13,0,2000
2214,Just Let Me Be In Love,Tracy Byrd,spotify:track:71EVFQO2umcIfdxE8DquYy,0.581,0.8,0,-7.397,0,0.0344,0.11699999999999999,3.32e-05,0.045,0.415,96.1,226213,4,37.76364,11,1,2000
2215,Cold Hard Bitch,Jet,spotify:track:5u6fnmRO5V0PTl5M2Eekeu,0.45799999999999996,0.895,2,-3.972,1,0.0681,0.00021899999999999998,0.000394,0.106,0.35700000000000004,130.327,243200,4,22.91666,11,1,2000
2216,Where Are You Going,Dave Matthews Band,spotify:track:5EjZXJ4nVpw7uI6eso1SFS,0.444,0.583,7,-8.121,1,0.0259,0.5,0.15,0.105,0.258,97.492,231867,4,61.62661,10,1,2000
2217,Trance #2,Angus MacLise,spotify:track:54lE50unNi53pnlAKFXUp9,0.45899999999999996,0.46299999999999997,2,-13.950999999999999,0,0.0274,0.9890000000000001,0.945,0.0743,0.0367,95.9,312973,4,47.2649,13,0,2000
2218,Dance With Me,Debelah Morgan,spotify:track:1C2Q3AymKS17bw7T5gfq6p,0.85,0.674,7,-7.981,0,0.0373,0.309,0.0006450000000000001,0.0356,0.74,115.005,220107,4,36.68908,13,1,2000
2219,Arrival to Earth,Steve Jablonsky,spotify:track:4u4VElxO7JM4IR4jR4TL1s,0.10300000000000001,0.384,0,-16.401,0,0.0556,0.5489999999999999,0.897,0.111,0.0747,79.262,326773,4,29.475240000000003,13,0,2000
2220,Intuition,Jewel,spotify:track:0sYalxPCX8OcwdYZcFzRgN,0.718,0.7979999999999999,7,-4.309,1,0.0584,0.00447,0.00629,0.064,0.816,100.031,228893,4,44.20122,10,1,2000
2221,Last Folk Song,The Antlers,spotify:track:4FwdXjVZHN49ADJ0DOjUEk,0.252,0.6829999999999999,7,-12.164000000000001,1,0.0696,0.244,0.9490000000000001,0.128,0.0872,135.107,78213,5,33.18557,3,0,2000
2222,Under an Ancient Oak,Tears of Mankind,spotify:track:6ig3b62lNs9NdnBXGTaZyY,0.172,0.701,3,-10.812000000000001,1,0.0376,0.0139,0.909,0.0412,0.18600000000000003,162.364,648467,1,0.0,2,0,2000
2223,It Wasn't Me,"Shaggy Featuring Ricardo ""RikRok"" Ducent",spotify:track:0OaunKfsxkgBvPv68jBbmm,0.852,0.604,0,-4.569,1,0.0642,0.0503,0.0,0.327,0.667,94.762,227547,4,20.56776,11,1,2000
2224,Carmen saeculare: Part IV: Augur et fulgente decorus arcu (mezzo-soprano),François-André-Danican Philidor,spotify:track:0GKRJq9PnTiA4wT9k6LuQX,0.401,0.14400000000000002,5,-18.671,0,0.0594,0.986,0.0015400000000000001,0.139,0.34700000000000003,117.272,154027,4,24.01773,10,0,2000
2225,American Ride,Toby Keith,spotify:track:0gjqyr5z7poniYymKRwsCN,0.519,0.907,9,-2.681,1,0.0665,0.0829,1.57e-06,0.325,0.794,174.085,165693,4,24.8942,8,1,2000
2226,Mr. Jones,Mike Jones,spotify:track:3LU66Soe9kT5saRxI4wTj6,0.653,0.748,10,-3.89,1,0.133,0.20600000000000002,0.0,0.0803,0.264,79.97399999999999,238947,4,39.09857,11,1,2000
2227,Transgenic,Trifonic,spotify:track:4RVIbxMIJKYwr1RejJk3kI,0.341,0.332,8,-12.92,1,0.0325,0.0189,0.892,0.107,0.0496,117.84100000000001,221907,4,40.383140000000004,12,0,2000
2228,Harivarasanam,K. J. Yesudas,spotify:track:2tpFGmdGgA2EMAAGh48piU,0.555,0.628,3,-7.693,1,0.133,0.83,0.0103,0.637,0.784,140.168,200307,3,61.59171,11,0,2000
2229,Better Life,Keith Urban,spotify:track:29Qqb1qYSjC1pSK8QPDnkp,0.618,0.8320000000000001,2,-3.535,1,0.0374,0.0402,1.58e-05,0.033,0.8,104.94200000000001,283160,4,37.42808,8,1,2000
2230,I Could Not Ask For More,Sara Evans,spotify:track:3TcoHf7nvC8RaDVdfIFjFR,0.584,0.509,8,-10.338,1,0.0279,0.0234,0.00016999999999999999,0.0808,0.387,138.02200000000002,287733,4,29.13338,10,1,2000
2231,Punk Pals,Turbonegro,spotify:track:6TtqC80cpIDmtbnDJDr9RI,0.228,0.977,9,-3.449,1,0.0893,2.9100000000000003e-05,0.888,0.0993,0.115,105.367,152027,4,110.07658,4,0,2000
2232,Days Go By,Keith Urban,spotify:track:2jwaErbghhcia4JqUYWz3g,0.589,0.892,2,-3.197,1,0.0365,0.0633,0.0,0.149,0.76,131.951,224630,4,26.83519,9,1,2000
2233,Bleeding Love,Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,0.638,0.6559999999999999,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,4,41.3614,13,1,2000
2234,Rock Back to Bottom,Little Andrew,spotify:track:7xijAkPUARzYoe3yEtp3No,0.6759999999999999,0.76,10,-3.8710000000000004,1,0.0294,0.35100000000000003,0.0,0.0745,0.9179999999999999,111.976,202320,4,29.55817,9,0,2000
2235,Sahara,Nightwish,spotify:track:46hdeUCJlWxk9s4436vOCC,0.34700000000000003,0.862,3,-3.7769999999999997,1,0.0502,0.00066,0.0259,0.0746,0.146,174.954,347402,4,36.58028,11,0,2000
2236,Ms. Jackson,OutKast,spotify:track:0I3q5fE6wg7LIfHGngUTnV,0.843,0.805,4,-5.946000000000001,0,0.26899999999999996,0.142,0.0,0.0771,0.615,94.946,270507,4,45.84026,12,1,2000
2237,Song of a Leprechaun,Paddy And The Rats,spotify:track:60eKchGiTINuiB7Kuf5iyc,0.36700000000000005,0.946,7,-2.574,1,0.0842,0.0273,0.0,0.0966,0.8740000000000001,160.145,222667,4,48.876129999999996,9,0,2000
2238,Stronger,Britney Spears,spotify:track:5QhBKPqsnX1uY9fZNaAtZg,0.7070000000000001,0.9229999999999999,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.8420000000000001,108.04899999999999,203000,4,29.528679999999998,9,1,2000
2239,Rock. Paper. Rock.,Turing Machine,spotify:track:4cMcvaJZKuakrheRPG6bvY,0.501,0.903,9,-6.24,1,0.0732,7.06e-06,0.821,0.10099999999999999,0.253,132.622,439453,3,66.68329,14,0,2000
2240,Bent,matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85e-06,0.375,0.527,95.46799999999999,256133,4,53.13109,9,1,2000
2241,No One's Gonna Change You,Reina,spotify:track:3MRX02BbSV4zUYt7WAPNos,0.647,0.7390000000000001,11,-7.859,1,0.0335,0.0172,0.00385,0.102,0.6,132.969,257693,4,19.7332,10,1,2000
2242,Every Girl,Young Money,spotify:track:6klZDCEsQzMELAPyovvpUw,0.632,0.73,6,-5.895,0,0.245,0.00316,0.0,0.397,0.762,76.067,315320,4,34.04732,12,1,2000
2243,Little Rock,of Montreal,spotify:track:31U03wPvoOYsNceTVbjIuC,0.38799999999999996,0.336,0,-10.215,1,0.0391,0.741,0.0,0.147,0.316,203.88400000000001,58587,4,19.981360000000002,5,0,2000
2244,If You Only Knew,Shinedown,spotify:track:0CkSF2TAqIu8TJaVwwAOnT,0.449,0.956,9,-4.011,0,0.0398,0.00034700000000000003,0.0,0.325,0.321,97.01100000000001,226640,4,40.26358,8,1,2000
2245,No Room For Squares - Remastered 2000 / Rudy Van Gelder Edition,Hank Mobley,spotify:track:5FsKNbwv7BlR7crawTE3IZ,0.561,0.748,0,-8.175,0,0.0551,0.598,0.00315,0.21600000000000003,0.777,121.714,417720,4,28.94837,18,0,2000
2246,So Fly,NB Ridaz Featuring Gemini,spotify:track:2BjIi07kN0yKSur0Fwrnss,0.861,0.519,2,-6.404,1,0.11199999999999999,0.136,0.0,0.12300000000000001,0.519,81.96600000000001,254533,4,50.0359,11,1,2000
2247,Blue Crow,Trio Mio,spotify:track:2ZQ0MYLv0AV9xX5guMnVAf,0.43700000000000006,0.142,7,-11.405,1,0.0409,0.963,0.00016999999999999999,0.0801,0.7040000000000001,121.57,246000,4,48.250009999999996,11,0,2000
2248,Did My Time,Korn,spotify:track:2AsTgVcWojYwQAvzgacYWy,0.546,0.8640000000000001,1,-3.8930000000000002,1,0.0475,5.9e-05,0.00224,0.304,0.27399999999999997,93.022,244493,4,21.35229,11,1,2000
2249,Haruka Kanata,ASIAN KUNG-FU GENERATION,spotify:track:3bo6XgGWgo7VAHsN12LnOX,0.29,0.955,4,-2.541,1,0.107,5.429999999999999e-05,0.0512,0.177,0.237,174.872,242667,4,32.72802,9,0,2000
2250,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,spotify:track:3y5pef5Z472KoYxaSdig9I,0.88,0.757,8,-3.825,1,0.24,0.18899999999999997,0.0,0.0932,0.863,94.009,262200,4,25.79306,9,1,2000
2251,ATM,The Stooges,spotify:track:1IksRV64NG4KKahs7aiWeJ,0.325,0.9209999999999999,4,-8.817,0,0.0576,4.83e-06,9.02e-06,0.5920000000000001,0.833,155.804,195280,4,72.67785,8,0,2000
2252,Overprotected,Britney Spears,spotify:track:5p0KCAuu5nrHpTuAIhHdLw,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.41600000000000004,0.845,95.992,198600,4,75.10369,8,1,2000
2253,Big Things Poppin' (Do It),T.I.,spotify:track:0eMdAjfAfGS1AoeXgiyGXP,0.597,0.715,7,-6.7410000000000005,1,0.036000000000000004,0.00425,0.9109999999999999,0.191,0.539,169.03599999999997,289987,4,47.06255,11,1,2000
2254,Laalilayya - genre: Vocal; Raga: Kedaragowla; Tala: Jhampe,M. Balamuralikrishna,spotify:track:390I16xbbGiedRltTItmPW,0.42,0.5429999999999999,6,-9.52,1,0.0913,0.862,0.0,0.115,0.57,156.149,707827,5,32.53135,30,0,2000
2255,One and All,Rudimentary Peni,spotify:track:4QFWbbbLQ50Y6MmlBmDMm1,0.402,0.863,0,-5.486000000000001,1,0.0398,3.51e-06,0.00117,0.42700000000000005,0.7809999999999999,127.741,81187,4,39.48445,4,0,2000
2256,Surakål,Joddla Med Siv,spotify:track:6dui20Cbf0ViWCggy2BXsa,0.66,0.777,4,-4.087,0,0.0254,0.215,0.0,0.0808,0.8759999999999999,92.056,295720,4,26.46345,11,0,2000
2257,Oh Yeah!,Housse de Racket,spotify:track:5O4ngpQFmmMDNREQTpUzKG,0.7040000000000001,0.7340000000000001,2,-4.474,1,0.0308,0.00193,0.00997,0.311,0.56,110.029,205947,4,21.29544,11,0,2000
2258,Money In The Bank,Lil Scrappy Featuring Young Buck,spotify:track:6YTp4sUEi3oWNToQvOjke6,0.88,0.693,1,-5.2010000000000005,1,0.332,0.0599,0.0,0.248,0.767,75.60300000000001,233707,4,23.118479999999998,12,1,2000
2259,At Night,State Of Art,spotify:track:4lz6r9bjm3QhE4CNnVslib,0.58,0.9620000000000001,7,-3.478,0,0.0576,0.0887,0.17,0.0716,0.929,142.214,159920,4,28.385820000000002,10,0,2000
2260,Beer Beer Beer,Beatnik Turtle,spotify:track:0x4izmej4IUmTq3UqUlWre,0.478,0.8290000000000001,2,-7.027,1,0.0665,0.25,0.0,0.364,0.883,139.868,119933,4,26.11512,5,0,2000
2261,Rain,Joey Fehrenbach,spotify:track:6k6wJYuw1Ezo90ajun3a1j,0.579,0.625,1,-10.324000000000002,1,0.0381,0.0783,0.635,0.114,0.11599999999999999,160.04,252880,4,32.04035,12,0,2000
2262,Gimmie Love,Collie Buddz,spotify:track:7BXJKrUhH5Z61kMf4LDIMr,0.611,0.6829999999999999,10,-7.502000000000001,1,0.335,0.0391,0.0,0.419,0.593,81.226,222520,4,81.05693000000001,6,0,2000
2263,"King of Pride Rock - From ""The Lion King""/Score",Hans Zimmer,spotify:track:3z77rOV9F5tywihter6BoE,0.0909,0.21100000000000002,5,-17.872,1,0.0398,0.693,0.58,0.138,0.0787,74.867,357373,4,31.76469,15,0,2000
2264,"Symphony No.3 ""Symphony of Sorrowful Songs"": 1. Lento (Sostenuto tranquillo ma cantabile)",Henryk Górecki,spotify:track:6Vm7bkkEbvv4KgXJlC70iF,0.191,0.0835,4,-22.750999999999998,0,0.0383,0.862,0.701,0.316,0.0317,89.876,1555093,5,21.00405,46,0,2000
2265,Improvisation,Anthony Braxton,spotify:track:2uzUBu0jRJXE3v3NIZPAlp,0.465,0.0198,5,-23.743000000000002,1,0.0695,0.98,0.00937,0.141,0.183,152.195,361933,4,51.53951,17,0,2000
2266,Amériques,Edgard Varèse,spotify:track:1GT8y9YtzsSbT2mgtcoSCI,0.209,0.27,1,-20.314,1,0.0682,0.36700000000000005,0.429,0.12,0.0619,142.292,1514000,4,63.47002,56,0,2000
2267,The Way,Jill Scott,spotify:track:49aUxrufliNDGj7MTm7pNU,0.7170000000000001,0.402,1,-9.712,1,0.0316,0.0187,0.0113,0.0994,0.45299999999999996,140.418,255733,4,32.93952,12,1,2000
2268,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,spotify:track:1hVUDzhWm9Uok4iKvzaNLx,0.83,0.948,9,-3.9730000000000003,0,0.0455,0.106,2.29e-06,0.105,0.9309999999999999,111.993,197627,4,26.721790000000002,8,1,2000
2269,In Da Club,50 Cent,spotify:track:4RY96Asd9IefaL3X4LOLZ8,0.902,0.72,6,-2.7760000000000002,0,0.34700000000000003,0.26,0.0,0.0749,0.805,90.059,193467,4,42.23382,10,1,2000
2270,Perdido,Allison,spotify:track:090Ap2BoJMcDNeL1Qg3cNI,0.555,0.94,0,-6.527,1,0.0545,0.0108,2.16e-06,0.21899999999999997,0.706,95.006,184692,4,66.85767,10,0,2000
2271,Rock 'n' Roll Rebell,Pöbel & Gesocks,spotify:track:5IodteOt2Bb747CtlY9C3F,0.385,0.932,2,-3.807,1,0.0664,0.0369,0.0,0.0772,0.648,113.556,237813,4,19.67792,11,0,2000
2272,Overnight Celebrity,Twista,spotify:track:2tOZtdbkAMQASWokLvSlzj,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.19899999999998,233360,4,21.33298,13,1,2000
2273,East Virginia Blues,Ralph Stanley,spotify:track:6NC0P7BT3gRajSShutlWtQ,0.535,0.26,4,-14.671,1,0.0351,0.74,0.0163,0.135,0.52,95.94200000000001,155493,4,21.6198,11,0,2000
2274,The Itch,Vitamin C,spotify:track:3t7sGit21WDOjYkqh3Y9yB,0.6940000000000001,0.9470000000000001,11,-3.91,0,0.0546,0.00621,0.0395,0.133,0.518,105.01899999999999,208733,4,24.02736,9,1,2000
2275,Towering Flesh,Pig Destroyer,spotify:track:620GyQb4TdbzfrAIVvFLhg,0.19399999999999998,0.9990000000000001,6,-1.669,0,0.187,6.17e-05,0.835,0.35100000000000003,0.0334,141.439,214667,4,78.16186,10,0,2000
2276,Jag Vill Bli Din Somargay,Björn Rosenström,spotify:track:3KC6tphYF6KKTL93uqFqhZ,0.779,0.7440000000000001,0,-5.359,1,0.10300000000000001,0.345,4.09e-06,0.608,0.966,146.981,202400,4,20.36666,11,0,2000
2277,"The Fox, The Crow And The Cookie",mewithoutYou,spotify:track:4SenxwCmSCIXfklUvmXyNc,0.531,0.879,9,-3.943,1,0.0769,0.264,0.0,0.34700000000000003,0.863,92.537,210907,4,21.07481,11,0,2000
2278,She Thinks My Tractor's Sexy,Kenny Chesney,spotify:track:3QV7NYkrmV0Q0IHdFJw9hO,0.6890000000000001,0.8859999999999999,10,-7.066,0,0.0382,0.0664,0.0,0.278,0.9059999999999999,122.07,248067,4,43.44531,11,1,2000
2279,Crash,Gwen Stefani,spotify:track:6HJxf2Vnveoo5Hm7sZ7qOp,0.785,0.929,9,-1.635,1,0.0424,0.0192,0.0,0.873,0.93,126.23,246613,4,33.839,12,1,2000
2280,Who I Am,Jessica Andrews,spotify:track:0rK4HCKzv2r1IXqKX3DKpq,0.46299999999999997,0.674,7,-5.422000000000001,1,0.0319,0.0115,0.0,0.12300000000000001,0.259,84.039,255234,4,19.541529999999998,10,1,2000
2281,Crazy,Javier,spotify:track:7Ddl7aYrNU9kAjXjpE5iF4,0.6779999999999999,0.7829999999999999,7,-4.855,0,0.0283,0.00196,0.0,0.0462,0.645,90.47,293053,4,28.910290000000003,14,1,2000
2282,Cataclysm Children,Dimmu Borgir,spotify:track:2dfOnL0Xc2F7kmiDJo44HL,0.381,0.987,2,-3.679,1,0.0723,8.55e-05,0.6679999999999999,0.24600000000000002,0.064,89.96600000000001,314680,4,62.903659999999995,12,0,2000
2283,Mazhayil,Manjari,spotify:track:1kiTyfNdbxdwx6V5pi380k,0.49200000000000005,0.685,2,-5.1979999999999995,1,0.0449,0.716,0.0019399999999999999,0.127,0.503,174.002,334440,4,43.3353,16,0,2000
2284,Sleepwalker,The Wallflowers,spotify:track:5szl1EdOw3CuvItkpGuDHk,0.534,0.892,4,-5.04,0,0.027999999999999997,0.000697,0.0,0.109,0.7490000000000001,128.834,211027,4,47.72311,8,1,2000
2285,Trade Show,Brian Bromberg,spotify:track:2aILg0DsOld1iWvzUHb8KH,0.45899999999999996,0.858,2,-5.781000000000001,1,0.0487,1.98e-05,0.872,0.29,0.753,89.823,357920,4,138.29505,13,0,2000
2286,Rock and Roll Heart,Garageland,spotify:track:6M0J3HPX3eZkmeqd4VHEE3,0.442,0.461,2,-10.962,1,0.0374,0.44299999999999995,1.15e-06,0.489,0.364,121.04799999999999,166333,4,30.943,6,0,2000
2287,The Red,Chevelle,spotify:track:1gyee1JuFFiP476LQpRMYU,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.0008029999999999999,0.348,0.332,140.055,238400,3,33.57656,12,1,2000
2288,The Knife: Heartbeats (Rex The Dog Remix),Rex The Dog,spotify:track:1Ty89lJJHqFMt3ckz0KDNk,0.784,0.48100000000000004,8,-10.023,1,0.065,0.0576,0.01,0.475,0.7090000000000001,117.014,212027,4,57.90205,7,0,2000
2289,White Horse,Taylor Swift,spotify:track:6wn61Fzx9XMxQmieLpoIhW,0.578,0.34,0,-8.027000000000001,1,0.0264,0.305,0.0,0.10400000000000001,0.223,92.70200000000001,234427,4,39.9175,13,1,2000
2290,Drowning,Backstreet Boys,spotify:track:0AiTIiCQ15NW8QHQwSxKuR,0.568,0.782,6,-5.968,1,0.0396,0.0799,0.0,0.0985,0.48100000000000004,141.942,267227,4,32.11027,10,1,2000
2291,Turnin Me On,Keri Hilson Featuring Lil Wayne,spotify:track:1jEtDqwYCKpR0mlrMrrITx,0.675,0.602,1,-4.688,1,0.0596,0.0034,1.28e-05,0.19899999999999998,0.092,159.994,247800,4,27.86004,9,1,2000
2292,Anything Goes,Randy Houser,spotify:track:4dJ5dViPmuNPxOnxbwY1dr,0.47700000000000004,0.638,0,-4.77,1,0.0355,0.54,0.00011499999999999999,0.10099999999999999,0.28,139.885,184173,4,30.01496,9,1,2000
2293,Neidiie - Folk Aesthetic Version,Tenhi,spotify:track:49j8RsKYFRqOhKZzMIsRPF,0.301,0.22899999999999998,2,-15.308,1,0.0259,0.958,0.8759999999999999,0.15,0.0823,75.041,240880,4,27.43876,10,0,2000
2294,The Gooch,The Cooters,spotify:track:6EveUkXYh8Z4oi2ub0CZ6R,0.415,0.9890000000000001,0,-4.195,0,0.114,0.000665,9.19e-05,0.7809999999999999,0.243,131.732,269867,4,34.86273,17,0,2000
2295,Girlfriend,Avril Lavigne,spotify:track:45hOioMDJktr86iKDHC8gr,0.56,0.9590000000000001,7,-2.4330000000000003,1,0.102,0.0007379999999999999,0.000206,0.209,0.67,163.983,216600,4,60.957190000000004,10,1,2000
2296,Falls Apart,Sugar Ray,spotify:track:4T7fVN4ZOFE3JoGyaxZL6O,0.561,0.897,4,-3.9739999999999998,1,0.0306,0.00318,0.006229999999999999,0.248,0.599,103.461,255160,4,30.28762,13,1,2000
2297,Mambo No. 5 (A Little Bit Of...),Lou Bega,spotify:track:6x4tKaOzfNJpEJHySoiJcs,0.622,0.807,5,-6.752000000000001,0,0.408,0.10300000000000001,0.0,0.306,0.892,174.06,220293,4,48.4912,10,1,2000
2298,Foreign Visitors Arrive,Patrick Doyle,spotify:track:3GVGvDhx6CTpHCaaQV5BBC,0.225,0.315,7,-12.908,1,0.0357,0.92,0.89,0.231,0.15,83.01,89387,5,30.158490000000004,4,0,2000
2299,We Belong Together,Mariah Carey,spotify:track:3LmvfNUQtglbTrydsdIqFU,0.8370000000000001,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986,201400,4,22.51546,9,1,2000
2300,Be My Escape,Relient K,spotify:track:3Vi93V7o1tT28Cut4gSWi3,0.5539999999999999,0.8640000000000001,9,-5.062,1,0.0394,0.00605,0.0,0.132,0.299,112.523,240453,4,26.5411,8,1,2000
2301,The Final Fantasy,Lalu,spotify:track:1jz3p2iBOyMZK5xnHUFimF,0.336,0.9209999999999999,5,-6.18,0,0.0753,0.000361,0.0125,0.0723,0.331,134.999,897987,3,28.8967,38,0,2000
2302,Crawl Back,Veil Of Maya,spotify:track:2YSLCwCrfxHnnBjTVbI8Mh,0.431,0.8290000000000001,6,-6.059,1,0.113,5.5100000000000004e-05,0.000552,0.33399999999999996,0.29,117.52,242733,4,25.814610000000002,13,0,2000
2303,Smashing the Traitors,Lugubre,spotify:track:1nokuRjMsVym3hIjX48Z7v,0.1,0.992,7,-3.3789999999999996,1,0.165,1.42e-06,0.941,0.139,0.0334,160.369,333467,4,46.334270000000004,17,0,2000
2304,Hit 'Em Up Style (Oops!),Blu Cantrell,spotify:track:4zYTZvtcww7OWKie7fxA9E,0.7,0.774,5,-4.9830000000000005,0,0.0466,0.2,0.0,0.40399999999999997,0.652,90.0,250707,4,55.556259999999995,9,1,2000
2305,Badaboom,B2K Featuring Fabolous,spotify:track:2ZSp1BC7agz2TkgSATdi9U,0.812,0.626,4,-5.025,0,0.149,0.0238,0.000699,0.149,0.8109999999999999,96.006,221067,4,60.225159999999995,9,1,2000
2306,Someday Out Of The Blue,Elton John,spotify:track:1MtLyoONKfK41bQONcARsn,0.5710000000000001,0.83,10,-6.757000000000001,1,0.046,0.265,0.0,0.0764,0.483,159.872,287933,4,32.09843,12,1,2000
2307,Little Things,India.Arie,spotify:track:5w0wdbvOSarNR3DBHRcURH,0.792,0.539,8,-8.959,1,0.0969,0.0738,0.00265,0.233,0.5660000000000001,92.992,208773,4,62.311040000000006,11,1,2000
2308,Para Ti,Masappan,spotify:track:0IZc78H7Ep677OS5Lns3oh,0.563,0.938,11,-4.838,1,0.0308,0.000587,0.0,0.10099999999999999,0.863,130.014,164933,4,61.87483,7,0,2000
2309,Falls On Me,Fuel,spotify:track:7CIzpZaeeNCtJDi1nqEDXb,0.317,0.804,9,-6.504,0,0.0379,8.08e-05,0.109,0.0995,0.18100000000000002,164.185,254027,4,40.16591,10,1,2000
2310,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,spotify:track:1UmI1kV6HpC56GtcMtV22b,0.575,0.496,4,-6.716,0,0.16399999999999998,0.0945,0.0,0.0891,0.28800000000000003,103.49,244227,3,49.59515,9,1,2000
2311,A Real Fine Place To Start,Sara Evans,spotify:track:6O2lo7245XfRbIfpL5yRLJ,0.585,0.789,8,-2.8339999999999996,1,0.040999999999999995,0.00143,0.0008699999999999999,0.141,0.20800000000000002,120.95299999999999,238733,4,42.45599,10,1,2000
2312,Hardcore Hiphouse,Tyree,spotify:track:2o7D2eLr9usb5ukj5DJdGb,0.8290000000000001,0.7709999999999999,0,-9.116,0,0.147,0.0805,0.8320000000000001,0.106,0.389,123.625,288853,4,62.73713000000001,12,0,2000
